name,apt_rating,apt_contact,apt_image
1831 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/HK69TcHWZVSlhk-XPzqICPDInZm_FMT7Cq8axOtwvdw/117/1831-valley-rd-champaign-il-primary-photo.jpg
1733 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/DGOtmoqCSRbOZIIKEgBtqLvrdfxrW_i8SuqGSumeGoc/117/1733-valley-rd-champaign-il-primary-photo.jpg
1626 Valley Rd_2b1.5b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/NHfNTjTBkO5stBlw25dJ67CrLnshG8-EWEezHVCN-Zs/117/1626-valley-rd-champaign-il-primary-photo.jpg
1676 Valley Rd_2b1.5b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/0xQk9iCm5tLDAUOhFkTBovRDWZeRIkQjxjdUvmzEonE/117/1676-valley-rd-champaign-il-primary-photo.jpg
1603 Valley Rd_2b1b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/Ar3JuavZtUzNoWnaD_cGDCaHiAUGtOetWVS8yUOl24I/117/1603-valley-rd-champaign-il-primary-photo.jpg
1823 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/vIFhPGZr1_FWeExEhG6q4ODIcKtQWAaSttY47BvSe2I/117/1823-valley-rd-champaign-il-primary-photo.jpg
1703 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/-Alz4rsdkPMqp3aiURAC0HP-bDd6mfssljttOwCCoMc/117/1703-valley-rd-champaign-il-primary-photo.jpg
1622 Valley Rd_2b1.5b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/cqnbHuee1xBADbkmI2OLr63CTTaCnAjL1VtrzDideDM/117/1622-valley-rd-champaign-il-primary-photo.jpg
1609 Valley Rd_2b1b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/wHZEBEp4X8DTAGEuEvFfoBhD4FRsJLHkWL8trY2hRKg/117/1609-valley-rd-champaign-il-primary-photo.jpg
1720 Valley Rd_2b1.5b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/j9OexjNB2wKA8msEwExNkIiwGauiqqZwm9DrbZAArAE/117/1720-valley-rd-champaign-il-primary-photo.jpg
1605 Valley Rd_2b1b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/O0MBjjzGGir_IcSU7XDI9p-8iiwGH18jY0WWkRB6DkM/117/1605-valley-rd-champaign-il-primary-photo.jpg
1735 Valley Rd_2b1b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/jF7uRbKN5RXBf05RnLNdAvDeyWntuAVd-_atmDNAuA4/117/1735-valley-rd-champaign-il-primary-photo.jpg
1650 Valley Rd_2b1.5b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/-kbpozgUCj8KcphQ5yRtAKnzc-qgcLC-kuqhjV8gzNE/117/1650-valley-rd-champaign-il-primary-photo.jpg
1609 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/yfQ-kas8i_nmCQob7PdZtCrC27AHntguT-FFWNcTcHY/117/1609-valley-rd-champaign-il-primary-photo.jpg
1613 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/qtJFQkl60i1uQQviKsMY3HtsSPS7gFTnnn4qqHrZydU/117/1613-valley-rd-champaign-il-primary-photo.jpg
1718 Valley Rd_2b1.5b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/e0to06WYOg6bvdSVs6odZukfot0dcHiwdfqiEQsm7n8/117/1718-valley-rd-champaign-il-primary-photo.jpg
1656 Valley Rd_2b1.5b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/N4UdP9uD0dE1qKQSmv010GvnYRkobmCi-kU646v2SXw/117/1656-valley-rd-champaign-il-primary-photo.jpg
1732 Valley Rd_2b1.5b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/J6tfMmgTTaUL7B3FLmiHR-V6Y6aB7y-iufkTrkfLfXk/117/1732-valley-rd-champaign-il-primary-photo.jpg
1711 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/zDOkH1G9e86o2KCmq3cUN5RD3aH3pXot4F0mbgq4W-s/117/1711-valley-rd-champaign-il-primary-photo.jpg
1701 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/ZXusupfG1x3lQo94dzQ1GrufH2vY62oIi76DX9295MI/117/1701-valley-rd-champaign-il-primary-photo.jpg
56 E Healey St_1b1b,0,(217) 356-8750,https://image2.apartmentfinder.com/i2/Uj63v78PNO05H6Etoq04fBMBiohYelX3Aw-9awYwjk0/117/56-e-healey-st-champaign-il-primary-photo.jpg
308 1/2 E Clark St_4b2.5b,0,(217) 356-8750,https://image3.apartmentfinder.com/i2/Ht2FkO9UmUr3hVPvvMxiI_CF6svU4Ko3yQpqgzs201Q/117/308-12-e-clark-st-champaign-il-primary-photo.png
305 E White St_3b1b,0,(217) 356-8750,https://image2.apartmentfinder.com/i2/ok-T34ByT9IYDcp3x5zirP_ptC19FH65ciqRlI78GQE/117/305-e-white-st-champaign-il-primary-photo.jpg
308 1/2 E Clark St_8b5b,0,(217) 356-8750,https://image2.apartmentfinder.com/i2/Zm7FJhR7Po7mt0DAU3IvdiPwwXaFUfqpo23yy5WS5JY/117/308-12-e-clark-st-champaign-il-primary-photo.png
2600 W John St_3b2b,0,(217) 384-8001,https://image4.apartmentfinder.com/i2/IWFej3FIBKnLCIozLGtkSU9_nc-h29ph_DgQNnJ5o-Y/117/2600-w-john-st-champaign-il-primary-photo.jpg
1507 Harrington Dr_3b2b,0,(217) 693-5676,https://image2.apartmentfinder.com/i2/my-3YuQkPF0WhqCe47FoidILbUvFjCZxevI1DtDJbwM/117/1507-harrington-dr-champaign-il-primary-photo.jpg
2001 S Mattis Ave_2b1b,0,(217) 649-9444,https://image4.apartmentfinder.com/i2/QEl9LjNr7uGC3XveOLbod-mdlSBFxwnkao3RT1CKcwU/117/2001-s-mattis-ave-champaign-il-primary-photo.jpg
1807 Lynwood_2b1b,0,(217) 384-8001,https://image3.apartmentfinder.com/i2/Evg3B9BjI8yyzPPJHP-hoAy5crL0CsVurw_xoJK3m7A/117/1807-lynwood-dr-champaign-il-primary-photo.jpg
305 S Prairie St_4b2b,0,(217) 384-8001,https://image4.apartmentfinder.com/i2/Sm1HA4NKooEqjWH1HKieLUVdhbdhCHHlkN6MI5CyLi8/117/305-s-prairie-st-champaign-il-primary-photo.jpg
310 W Washington St_2b1b,0,(217) 384-8001,https://image3.apartmentfinder.com/i2/84vLC2Bd-NY1frBQk_yf-ASScCpzWhqWpRTET5oxrx4/117/310-w-washington-st-champaign-il-primary-photo.jpg
811 Ventura Rd_3b2b,0,(217) 384-8001,https://image1.apartmentfinder.com/i2/9A-epbQQlWQi555yTKgNbCDHXbwlDKzxweGC5t1T3ng/117/811-ventura-rd-champaign-il-primary-photo.jpg
210 Brookwood Dr_2b1b,0,(217) 352-5509,https://image3.apartmentfinder.com/i2/CnEpdFOffCRRgB9zukiX8id97lHpIsmZ1TmVgLPCk9w/117/210-brookwood-dr-champaign-il-primary-photo.jpg
5 Villard Ct_2b1b,0,(217) 419-7831,https://image4.apartmentfinder.com/i2/ZGJPcYSsUwJdRA54FE0hPc42eI0SULqkztOECH3P3Vs/117/5-villard-ct-champaign-il-primary-photo.jpg
407 W White_2b1b,0,(217) 384-8001,https://image2.apartmentfinder.com/i2/Y-TWtPz8Km0lRoZDX2tZVOoitS8FAcgYP9ii5uETlJA/117/407-w-white-st-champaign-il-primary-photo.jpg
301 S Garfield Ave_3b1b,0,(217) 352-5509,https://image2.apartmentfinder.com/i2/EcJ55zjrseevW5uUnXcBVBuk1wqf_2-1PuJt2J8QNVw/117/301-s-garfield-ave-champaign-il-primary-photo.jpg
1212 Centennial Dr_3b1b,0,(217) 352-5509,https://image1.apartmentfinder.com/i2/nXQxd6UNpXLh2Hozx-3ef2HRhqt-uT6Jcd1z2gGljbs/117/1212-centennial-dr-champaign-il-primary-photo.jpg
906 N Willis Ave_3b1b,0,(217) 352-5509,https://image1.apartmentfinder.com/i2/GsD2IvbhUD5G-RN9YxQxZJMSMdufTHs8BqvrmTdji5Y/117/906-n-willis-ave-champaign-il-primary-photo.jpg
303 S 5th St_4b4b,5,(217) 383-0919,https://image1.apartmentfinder.com/i2/2yAAUHcOXQadFTeGWcj5IeINxFp_wmcb4TLb5U2vJWM/117/303-s-5th-st-champaign-il-primary-photo.jpg
314 E Clark St_3b3b,4,(217) 305-7689,https://image2.apartmentfinder.com/i2/1BQuqO20nKh2ty4UwvECZTymkcsaLS01OGj74ijq2ts/117/314-e-clark-st-champaign-il-primary-photo.jpg
Lincolnshire Townhomes_2b1b,4,(844) 291-6497,https://image4.apartmentfinder.com/i2/kdPOw-lXmGJGwLWnIiKRN6K6FTietX9oS6hDtto_VvM/117/lincolnshire-townhomes-champaign-il-primary-photo.jpg
48 E John St_4b2b,4,(844) 851-2139,https://image3.apartmentfinder.com/i2/XZq7a3Se2RlK1uCRSW5G7zQ0EMWmO1ySLyLlEiIOM7I/117/48-e-john-st-champaign-il-primary-photo.jpg
Burnham310_3b3b,5,(217) 305-4621,https://image3.apartmentfinder.com/i2/khiGndof3M03QP6_uRUMUm0Btxz86pFTkFum8fJVfZE/117/burnham310-champaign-il-primary-photo.jpg
606 E White St_3b3b,4,(217) 305-7759,https://image4.apartmentfinder.com/i2/CHqkQkEt02CPboCkMXszdvx-vpr-76R6bFIkQuFaC5o/117/606-e-white-st-champaign-il-primary-photo.jpg
Campus Center_4b1b,5,(217) 305-7809,https://image4.apartmentfinder.com/i2/KfKGefd03imv4mT_dLAuqZUhxyED7nlquRjxSWJfqIc/117/campus-center-champaign-il-primary-photo.jpg
106 E Armory Ave_4b3b,5,(217) 305-4573,https://image2.apartmentfinder.com/i2/sAP_ms0QPkhY3dJVfou-ULuL6VMRk2yMUXlSGM-0qg8/117/106-e-armory-ave-champaign-il-primary-photo.jpg
51 E Green St_2b1b,4,(844) 877-7072,https://image2.apartmentfinder.com/i2/3Iq0IqOzHywwxUxwwiDUNSYsCOibdllLn4wVZKdXDVc/117/51-e-green-st-champaign-il-primary-photo.jpg
Champaign House_3b1.5b,4,(217) 318-3743,https://image3.apartmentfinder.com/i2/cjBsOHuj1uqBygX1XFWqrSlHo2lnpYrTRRCDo_QS6Qo/117/champaign-house-champaign-il-champaign-house-apartments.jpg
The Tower at 3rd_2b1b,5,(844) 297-1185,https://image3.apartmentfinder.com/i2/utfDsR39jfP0fVHtFC5PeV5Sz0o7UFbzgHaWkuinlWE/117/the-tower-at-3rd-champaign-il-primary-photo.jpg
UIUC Campustown - 515 Bash_3b1.5b,4,(844) 841-5216,https://image1.apartmentfinder.com/i2/iY3QJmsWfHkc53gN5FICIrw9bTyuEgNVnwYGSFrIc1Y/117/uiuc-campustown---515-bash-champaign-il-primary-photo.jpg
Lando Place_2b1b,4,(217) 866-0335,https://image2.apartmentfinder.com/i2/1KclTqbsPZRRQQm75BZiYkAkRie5LSilxvLfK_VWUrs/117/lando-place-champaign-il-primary-photo.jpg
208-210 E White St_3b1b,3,(844) 810-3077,https://image3.apartmentfinder.com/i2/2Ncs2doJD5mIU1e21O2Mcum79xY9haP7RJB-C5FIFDc/117/208-210-e-white-st-champaign-il-primary-photo.jpg
HERE Apartments_4b4b,5,(217) 764-8138,https://image2.apartmentfinder.com/i2/zJ3O-npzbv-ELxifTAvTP2WOts1kLztL6ZGaZpQLRiM/117/here-apartments-champaign-il-kitchen.jpg
Douglass Square Apartments_1b1b,5,(844) 709-1011,https://image1.apartmentfinder.com/i2/TtNmtjyJTN2ZO8oR793YQnBMu3U5H9oW9b9NNlS0JMw/117/douglass-square-apartments-champaign-il-primary-photo.jpg
808 S Oak St_4b2b,3,(217) 903-4509,https://image3.apartmentfinder.com/i2/Kn1HymaGsiNOGsPk-ecmQQgfZlutZx0_IplGCFD1S7c/117/808-s-oak-st-champaign-il-primary-photo.jpg
205 S 6th St_4b2b,4,(217) 903-4397,https://image4.apartmentfinder.com/i2/zmALRcIdsEzXzVIf9P7xV-CznYVgHGwBxI67bwJLzxI/117/205-s-6th-st-champaign-il-primary-photo.jpg
Midway_3b1b,5,(217) 689-2473,https://image3.apartmentfinder.com/i2/Dryxz2HBF51CQP7c3hONYhAs4pq0KB4zRHFh9LYsPdg/117/midway-champaign-il-building-photo.jpg
Illini Manor_1b1b,4,(844) 286-9002,https://image1.apartmentfinder.com/i2/LDuWet5mfEv1YiQ5JmUJX_ps1AhzQhgCnP2hc--7V9U/117/illini-manor-champaign-il-primary-photo.jpg
107 E Springfield Ave_4b2b,3,(844) 870-9976,https://image2.apartmentfinder.com/i2/QJNWit_Tzlo0NFmNkxzF58VHcDayRbjtHbZU6gzyeWU/117/107-e-springfield-ave-champaign-il-primary-photo.jpg
408 E Healey St_4b2b,4,(844) 872-7490,https://image2.apartmentfinder.com/i2/7fqIny-QzjhGttWuvpphyCGsiKi59EjbVMYPQGXW9-k/117/408-e-healey-st-champaign-il-primary-photo.jpg
Skylight Court_3b2b,4,(217) 305-7713,https://image1.apartmentfinder.com/i2/7DXK6jhUtSp3Et9-xvC3tGJbw70xM3KI_hLAJ9geXco/117/skylight-court-champaign-il-primary-photo.jpg
309 Green_4b2b,5,(844) 507-1303,https://image2.apartmentfinder.com/i2/h4-nqcQRHLapU_6GCmgM0Zi4Zs_U4PPM1tuJclcwB0s/117/309-green-champaign-il-primary-photo.jpg
Park Place Tower_4b2.5b,4,(217) 305-7532,https://image4.apartmentfinder.com/i2/1khdQT20lEQ5YGPCwyEmqSnRisFwAn65AkxWLUSjItI/117/park-place-tower-champaign-il-primary-photo.jpg
1107 S 2nd St_4b2b,3,(217) 305-7707,https://image4.apartmentfinder.com/i2/dK3zsRhmcSvGH0yjIrXW6q3xxPqLlvGJXNfs-pcNDsY/117/1107-s-2nd-st-champaign-il-primary-photo.jpg
316 Cedar_2b1b,3,(217) 305-7078,https://image1.apartmentfinder.com/i2/8U3oFEqBu4cFY6p0KViIHJGdX8YWg96nBOfIAKf3GeE/117/316-cedar-champaign-il-primary-photo.jpg
503 E Springfield_2b2b,4,(217) 305-7712,https://image4.apartmentfinder.com/i2/vwtjH49ShvdDCeBJcK3aXPp6Jsk9_4LpQ86_CQdFQZg/117/503-e-springfield-champaign-il-primary-photo.jpg
202 E Chalmers St_4b3b,4,(844) 811-3182,https://image3.apartmentfinder.com/i2/yVsjUVbHMwR5IWaB8_Bd6vX2iy-ekOAHuvJsQXcBJVc/117/202-e-chalmers-st-champaign-il-primary-photo.jpg
Armory Place_4b2b,4,(844) 890-8285,https://image1.apartmentfinder.com/i2/ENBS0fMteuY6qnDGApvvKUiJASVBaAx-xAmNxXkDMPg/117/armory-place-champaign-il-primary-photo.jpg
57 E Chalmers St_4b2b,0,(844) 852-0380,https://image2.apartmentfinder.com/i2/r9ZRkOmZFkAIykvHrUj23kPPT1c_ee3ihkewf21APs4/117/57-e-chalmers-st-champaign-il-primary-photo.jpg
213 W Green St_2b2b,5,(217) 305-4534,https://image3.apartmentfinder.com/i2/3E3WWCQPwQ5-5ODmrAmDwRRGPgGAWUZmXAmVd2ceE6w/117/213-w-green-st-champaign-il-primary-photo.jpg
903-909 S Locust St_4b2b,0,(844) 852-0383,https://image2.apartmentfinder.com/i2/KsG_Q3Eli2G_bEi2YU7Zc-uPqg2d5LwwB2U7ItEqOiQ/117/903-909-s-locust-st-champaign-il-primary-photo.jpg
UIUC Campustown - 309 Daniel_4b1b,4,(844) 259-2415,https://image3.apartmentfinder.com/i2/nKn1cTlPF07eZT5yaDQNptgJKjk3Pkouzo8T_8Ad4rU/117/uiuc-campustown---309-daniel-champaign-il-primary-photo.jpg
505 E Healey St_5b2b,4,(217) 305-7372,https://image2.apartmentfinder.com/i2/2ZDQ7EayFxyU5KMjk8WaOKK2JxRySzlssLAGUStTweI/117/505-e-healey-st-champaign-il-primary-photo.jpg
Green Street Towers_4b4b,4,(217) 305-7106,https://image4.apartmentfinder.com/i2/favvK04xTLm3X0OXpH3BhW-Y9hXecdQSDTOKT15MX3s/117/green-street-towers-champaign-il-primary-photo.jpg
507 E Clark St_1b1b,4,(217) 305-7088,https://image1.apartmentfinder.com/i2/zHworusZ6NlJ0_gaE0i7vW9HJT9-rEUzFpe74gRrUaQ/117/507-e-clark-st-champaign-il-primary-photo.jpg
408 E Stoughton St_2b1b,3,(217) 305-7077,https://image4.apartmentfinder.com/i2/P2TRQbXl5o5-wFfBJIzld5ZrEQ18svea5P3PhBzyexY/117/408-e-stoughton-st-champaign-il-primary-photo.jpg
201 E Healey St_4b2b,4,No Information,https://image4.apartmentfinder.com/i2/dYWEyKXaMg6NgLm_W4NrSR1kO3wzZ2lgFMfHB7BLAdw/117/201-e-healey-st-champaign-il-primary-photo.jpg
312 W Washington St_2b1b,4,No Information,https://image2.apartmentfinder.com/i2/CqcWJxII0unbixmUu60AOpQ4sLB_lBqbiCuuZb8tnKM/117/312-w-washington-st-champaign-il-primary-photo.jpg
Chalmers Manor_2b1b,4,(217) 305-7744,https://image1.apartmentfinder.com/i2/hxJmK49Ri7B9f3WWYwVyMVle8KU2uMH_n1Hr78Y8Dwk/117/chalmers-manor-champaign-il-primary-photo.jpg
314 E White St_3b2b,5,(217) 305-7726,https://image4.apartmentfinder.com/i2/OnqGpqYmCOwxVHhVr8-1ySCjG8f_8RGW6ZJwaOdhcNY/117/314-e-white-st-champaign-il-tadeniran-researcher.jpg
Park Place_2b2b,4,(844) 817-1835,https://image3.apartmentfinder.com/i2/GfSySSIgRU7KUe_unPT3ajxrrDAhnZKQSiMxAhpb2JY/117/park-place-champaign-il-tuscany-park.jpg
Loft 59_4b2.5b,4,(844) 835-0610,https://image2.apartmentfinder.com/i2/PIWgbC1AR_pBpPQmprNuLN_5l0G0chbB8Enou_1R4AA/117/loft-59-champaign-il-primary-photo.jpg
204 S Fifth_3b2b,5,(844) 438-6693,https://image3.apartmentfinder.com/i2/uhjHaRTLSVvJBeCriINWjn4tP6UF9hm0JEbSgR0JorQ/117/204-s-fifth-champaign-il-204-s-5th-st.jpg
1103 Euclid St_5b2b,4,(844) 684-4280,https://image3.apartmentfinder.com/i2/LbEC8JR5IP61bI7OVoEDoii9pFHK1IvW2XdxXnycIW0/117/1103-euclid-st-champaign-il-1103-euclid-street.jpg
107 E Healey St_1b1b,4,(844) 811-3184,https://image3.apartmentfinder.com/i2/9rq77xb3LQ1FszcTMB7ISv-S1AQrxAae9NjsVF_8rqI/117/107-e-healey-st-champaign-il-primary-photo.jpg
105 S Wright St_4b2b,4,(844) 811-3189,https://image2.apartmentfinder.com/i2/ACG2B8ij8ATxYDy2M96s_mlHzMZEP7wjkRO2r0S7P2g/117/105-s-wright-st-champaign-il-primary-photo.jpg
105 E John St_2b1b,4,(217) 305-7081,https://image4.apartmentfinder.com/i2/fSc9WlJkP-nRXVPO4J2Yrq4dheBzo2UH3_VQiPeV1hs/117/105-e-john-st-champaign-il-primary-photo.jpg
Country Brook Apartments_3b2.5b,4,(844) 286-1296,https://image2.apartmentfinder.com/i2/u8lBBuVVYMrVjrywi5sTQJBelwgV1EFU9tALylIZljE/117/country-brook-apartments-champaign-il-primary-photo.jpg
202 E John St_6b2b,3,(844) 740-1865,https://image2.apartmentfinder.com/i2/v0qy7r2C1eOMM0tVfmXr3DiUuhHDIt5a1EBLqZ0sYTs/117/202-e-john-st-champaign-il-primary-photo.jpg
The Avenue Court_1b1b,4,(844) 870-9975,https://image4.apartmentfinder.com/i2/h1ZGIizcHiUO5HqlEo7AeHquUXZbSgSEZ96g1eQ8ZmU/117/the-avenue-court-champaign-il-primary-photo.jpg
408 Springfield_4b2b,4,(844) 286-8195,https://image3.apartmentfinder.com/i2/4sSorMGKDVGuAuOZKWdf1vrkZdqTJ9l1CVsVvnRpFWU/117/408-springfield-champaign-il-primary-photo.jpg
The Quarters_2b1b,5,(844) 740-8836,https://image2.apartmentfinder.com/i2/2EcseY429zTvUWQMLBW4N15JtwSJzCL4L6ACvOJnMnU/117/the-quarters-champaign-il-primary-photo.jpg
54 E John St_5b1b,3,(844) 348-9194,https://image1.apartmentfinder.com/i2/7fiVWAi6DvYPLTbAbsjdSzZposTRTKyeR2HYXf25rv8/117/54-e-john-st-champaign-il-primary-photo.jpg
Green Street Apartments_2b1b,4,No Information,https://image1.apartmentfinder.com/i2/TbK7JIL8ga2gAnuAXZhAQYRR0OHuDj18DAYBUDeR6VU/117/green-street-apartments-champaign-il-primary-photo.jpg
Inman Place_2b1b,4,(844) 486-0314,https://image2.apartmentfinder.com/i2/dg_NoGE4gDeN3cF_gd2q5vuvLZzNhZ2fwIc6xtAeUdE/117/inman-place-champaign-il-primary-photo.jpg
The Suites at Third_4b4b,5,(844) 316-2080,https://image1.apartmentfinder.com/i2/ZFY9HNAk4IeLkwATlQOwKgWS-3bDaMwF3XFFul8F4a8/117/the-suites-at-third-champaign-il-primary-photo.jpg
203 S 4th St_4b3b,0,(217) 318-0106,https://image4.apartmentfinder.com/i2/T-xOPL4iM8aQXeDuArFVHelIVLB-eIqnaIpnF6ZBv1U/117/203-s-4th-st-champaign-il-primary-photo.jpg
501 E University Ave_3b2b,5,(217) 305-4536,https://image4.apartmentfinder.com/i2/8d6e18Hc6I92FjpQ7BPFeJhAbjZVn0UzKPptn3qFxQo/117/501-e-university-ave-champaign-il-primary-photo.jpg
Providence at Sycamore Hills_3b2b,5,(844) 519-0611,https://image3.apartmentfinder.com/i2/t60HySfC6uupU-CSafrPp-YdkCn6D9ABt22GEGMAW04/117/providence-at-sycamore-hills-champaign-il-primary-photo.jpg
212 E White St_2b1b,4,(844) 835-3705,https://image2.apartmentfinder.com/i2/Mr_Z6cke0hjtN4bJgrpBDwqjF1GNNMmk_pHUWF0ETf8/117/212-e-white-st-champaign-il-primary-photo.jpg
608 E White St_3b1.5b,4,(844) 835-3704,https://image2.apartmentfinder.com/i2/_bXtHR-3chZsoExDoQSh6PTnmVacZ7NZKhR7N2HFg_s/117/608-e-white-st-champaign-il-primary-photo.jpg
608 E Chalmers St_4b1b,2,(844) 848-5982,https://image4.apartmentfinder.com/i2/luFvslacTgUO90gFGZLmmj677VFAOSzLuSZpgbjp_AM/117/608-e-chalmers-st-champaign-il-primary-photo.jpg
404 E Clark St_3b1b,0,No Information,https://image2.apartmentfinder.com/i2/oW_Gv0nKGONUWGW7MLvQNA6LNC-KWcOjx7GfLhe_C6E/117/404-e-clark-st-champaign-il-primary-photo.jpg
505 South First_4b2b,5,(844) 517-4315,https://image2.apartmentfinder.com/i2/CJbp5KeCw6skpWXruoDVeB_bTLxrMhl42klfzN5Z3WQ/117/505-south-first-champaign-il-primary-photo.jpg
103 E Chalmers St_4b2b,5,No Information,https://image4.apartmentfinder.com/i2/EHikO9P4qP97M33khW6knwq9oUwivL_WNDFUdYb5FrM/117/103-e-chalmers-st-champaign-il-primary-photo.jpg
301 E Chalmers_4b2b,4,(844) 468-6535,https://image2.apartmentfinder.com/i2/QdvoUK87kIpvZMFxmB2DSTr5BHLGUcftRoA29nujs-E/117/301-e-chalmers-champaign-il-primary-photo.jpg
510 E White St_4b2b,3,(844) 834-4583,https://image3.apartmentfinder.com/i2/ENj4I7G5w5XQ50ezTkg8b3Po-rLbIR-afRySA2ffYeI/117/510-e-white-st-champaign-il-primary-photo.jpg
312 E White St_3b2b,3,(844) 205-9321,https://image1.apartmentfinder.com/i2/bQrNjPCQJfwU1z3EHqzRTXrrEiafmxNZq6Rghg-CGU0/117/312-e-white-st-champaign-il-primary-photo.jpg
308 E Armory Ave_4b2b,4,(844) 469-6461,https://image1.apartmentfinder.com/i2/bc9SKHVP14tqQEhkAQNQVy8Qv8B3uX3Puo8BjE_q2Ow/117/308-e-armory-ave-champaign-il-primary-photo.jpg
Oakwood Trace_3b1.5b,4,(844) 369-7346,https://image1.apartmentfinder.com/i2/yfsAPG_3gfnDL4fLOk9-fowsX8h5rKKsPWkfGaSssJk/117/oakwood-trace-champaign-il-primary-photo.jpg
Illini Tower_4b2b,5,(217) 903-4534,https://image4.apartmentfinder.com/i2/7CaSEx_SkMYi6W_VWikKXGKWVceP3U8N5gqGq-G3BdA/117/illini-tower-champaign-il-tower.jpg
Bankier Apartments_4b2b,4,(844) 531-7097,https://image4.apartmentfinder.com/i2/BsSxiqi-LXVzKV4wbyB1k30X60C1Pw6ULR0_VL0qxno/117/bankier-apartments-champaign-il-primary-photo.jpg
615 W Kirby Ave_4b2b,3,(217) 689-1507,https://image4.apartmentfinder.com/i2/YeVs39nBRuQ6ARXySzm1surDGXB8hNRBW_JfyC6LUbs/117/615-w-kirby-ave-champaign-il-primary-photo.jpg
